Client Name,Lobbyist,ABN
Australian Live Music Business Association (ALMBC),Morph Consulting Services,36137964446
Australian Institute of Landscape Architects Ltd,Santoro Consulting,21 131 482 230
Australian Institute of Building Surveyors,Cornerstone Group,9915 3936 719
Australian Geoscience Council,Leisure Solutions,61 982 432 138
Australian National University,DPG Advisory Solutions Pty Ltd,14 634 403 115
Australian Gas Infrastructure Group,Michelson Alexander Pty Ltd,50 660 359 866
Australian Future Energy,Cannings Purple,37 108 802 366
Australian Fresh Produce Alliance,Next Level Strategic Services,27 613 857 668
Australian Fishing Trade Association (AFTA),Outcomes & Strategies Group,20 018 352 673
Australian Finance Group,DPG Advisory Solutions Pty Ltd,14 634 403 115
Beyond Zero Emissions,DPG Advisory Solutions Pty Ltd,14 634 403 115
Australian Federation of Travel Agents,Hawker Britton,79 109 681 405
Australian Energy Council Limited,PremierNational,71 619 450 841
AUSTRALIAN PROPERTY INSTITUTE LIMITED,Forrester Consulting,48 697 260 710
Australian Funeral Directors Association,Alistair Nicholas Consulting Pty Ltd,81 655 939 852
Australian Consulting Architects Pty Ltd,Cornerstone Group,9915 3936 719
Australian College of Nursing Ltd,CMAX Advisory,73 130 740 546
Australian Chiropractors Association,Ogilvy PR Agency Pty Limited,89 096 965 794
Australian Automotive Dealer Association,PremierNational,71 619 450 841
Australian Alliance to End Homelessness,Fifty Acres - The Communications Agency,29 145 634 224
Australia Post ,SEC Newgate,38162366056
Australia India Youth Dialogue Limited,Willard Public Affairs Pty Ltd,17 165 851 856
Australian Distillers Association,Hawker Britton,79 109 681 405
Australian Country Choice Holdings Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
Australasian Society of Aesthetic Plastic Surgeons,Australian Public Affairs,20 098 705 403
Bird Rides Australia Pty Ltd,Christmas Jalili,26614088881
Australian Association of Psychologists Inc (AAPi),TJM Public Affairs,87 549 086 100
AUSTRALASIAN ASSOCIATION OF NUCLEAR MEDICINE SPECIALISTS,CMAX Advisory,73 130 740 546
Beachmere Area Network Group Inc,Precise Hospitality Licensing,46220117164
AUSEV,CRISIS&COMMS CO,56 637 786 899
Australian Mobile Telecommunications Association (AMTA),TJM Public Affairs,87 549 086 100
Beau N Arrow Pty Ltd T/A Pomona Distilling Co,Jacaranda Advisory,41 673 550 487
ATN Technology Group of Universities,The Write Connection,55 073 965 616
Aurum Pacific,Next Level Strategic Services,27 613 857 668
Australasian Off Road Vehicle Association,Spring Street Advisory,92 603 411 650
ATF Maritime Trade Towers Trust,DPG Advisory Solutions Pty Ltd,14 634 403 115
Ateco Group,Iemma Patterson Premier Advisory,53 830 148 273
AstraZeneca Pty Ltd,Ogilvy PR Agency Pty Limited,89 096 965 794
Asterion (Australia) Pty Ltd,Jeanes Holland  & Associates,41 059 328 853
Aspley Australian Football and Sporting Club Ltd,DWS Hospitality Specialists,50 113 985 247
Aspen Medical Pty Ltd,Nexus APAC Pty Ltd,76 615 655 699
ASM Global,Jutsum Advisory Pty Ltd,68 973 583 422
ASE Group,BB Win Win Outcomes,91 671 079 056
Arora & Bunpan Pty Ltd,Precise Hospitality Licensing,46220117164
Ariane Space,Pynfall Pty Ltd,39 008 566 943
Archie Bros Australia Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Arana Leagues Club ,DWS Hospitality Specialists,50 113 985 247
Australasian College of Cosmetic Surgery,Cornerstone Group,9915 3936 719
Apple,Hawker Britton,79 109 681 405
Anthony Family Trust,Precise Hospitality Licensing,46220117164
Austcap,Next Level Strategic Services,27 613 857 668
Annsca Energy PTY LTD,S A Milgate & Associates Pty Ltd,54 078 858 401
Australia Chile Brothers Pty Ltd,Jacaranda Advisory,41 673 550 487
Angel Flight Australia (ABN 43 103 477 069),Australian Public Affairs,20 098 705 403
ANDHealth,CPR Communications and Public Relations Pty Ltd (Melbourne),"ABN 94064357544, ACN 064357544"
AUSTRALASIAN COLLEGE OF PARAMEDICINE LTD,Fifty Acres - The Communications Agency,29 145 634 224
Amla Investments Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Asuria Australia,PolicyWonks,50 463 070 316
American Express,SEC Newgate,38162366056
Amazon,Hawker Britton,79 109 681 405
Ampol,Northstar Public Affairs Pty Ltd,25 638 744 046
AMP Capital,Hawker Britton,79 109 681 405
APA Group,Barton Deakin,65 140 067 287
ASYS COMPUTER CONSULTING PTY. LTD.,Walsh Stevens,18084661441
All About the Food Pty Ltd,Commercial Licensing Specialists,33 134 318 595
AGB Events,Hawker Britton,79 109 681 405
Ausenco Pty Ltd,Next Level Strategic Services,27 613 857 668
Affordable Community Housing Pty Ltd,Cornerstone Group,9915 3936 719
AMAZON COMMERCIAL SERVICES PTY LTD,Sling and Stone,87 145 965 466
Aeris Resources,Cannings Purple,37 108 802 366
Adpen,Staerk Government and Media,32 844 592 574
AdminCorp Pty Ltd,Jutsum Advisory Pty Ltd,68 973 583 422
ADG Engineering Pty Ltd,Rowland Pty Ltd,59 011 033 364
Adelaide Airport,TG Public Affairs,23630677673
Active	AUSTRALIAN SOCIETY OF GENERAL PRACTICE,Govstrat Pty Ltd,64 964 952 044
Access Testing Pty Ltd,Federation Public Affairs,19 642 230 162
Abbvie Australia,Ogilvy PR Agency Pty Limited,89 096 965 794
Abbott,London Agency,73145352147
86400 HOLDINGS PTY LTD,Sling and Stone,87 145 965 466
Alexandra Community Group,Project Urban Pty Ltd,97 608 895 923
3M AUSTRALIA PTY LTD,Ogilvy PR Agency Pty Limited,89 096 965 794
360 International Group Pty Ltd,Liquor Licensing Consultants,58 679 042 968
2 Tribes Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Altum Properties No. 8 Pty Ltd,PolicyWonks,50 463 070 316
Annsca Prospecting PTY LTD,S A Milgate & Associates Pty Ltd,54 078 858 401
Alex Fraser Group,GRACosway Pty Ltd,50 082 123 822
Afterpay Touch,DPG Advisory Solutions Pty Ltd,14 634 403 115
Adrians Metal Recyclers,Jutsum Advisory Pty Ltd,68 973 583 422
Amicus Therapeutics,Ogilvy PR Agency Pty Limited,89 096 965 794
4th Harmonic Pty Ltd,CRISIS&COMMS CO,56 637 786 899
